cleaned_text,sentiment,text_length
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
guy liked months maybe went dance dying joy,1,43
last time actually filled happiness contain nice,1,48
wanted share pic happy,1,22
yorkshire woman secret reaching daily dose chocolate partying,-1,61
posting daily updates made happy,1,32
starting feel depressed felt better saw paycheck,1,48
years happy apparently need character title simple easy,1,55
daffodils always made smile mine started blooming,1,49
adopted best mom earth makes happy plays favorite games blessed two pictures games play togheter,1,96
taken care mental physical health days,-1,38
posting daily updates made happy,1,32
got last cavities filled today,1,30
one else share really productive year far,1,41
share positivity happy moments us compliment,1,44
posting daily updates made happy,1,32
wanted pass happiness guys,1,26
colorado woman donates kidney save pennsylvania man years went prom together,0,76
never made bouquet happy turned,1,31
guys need good vibes good vibrations,1,36
today celebrating one year anniversary housed,0,45
got go home recently spend time little fur siblings,-1,51
years distrustful avoiding relationships getting married,1,56
childhood angel never met lasting memory,0,40
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
guy liked months maybe went dance dying joy,1,43
last time actually filled happiness contain nice,1,48
wanted share pic happy,1,22
yorkshire woman secret reaching daily dose chocolate partying,-1,61
posting daily updates made happy,1,32
starting feel depressed felt better saw paycheck,1,48
years happy apparently need character title simple easy,1,55
daffodils always made smile mine started blooming,1,49
adopted best mom earth makes happy plays favorite games blessed two pictures games play togheter,1,96
taken care mental physical health days,-1,38
posting daily updates made happy,1,32
got last cavities filled today,1,30
one else share really productive year far,1,41
share positivity happy moments us compliment,1,44
posting daily updates made happy,1,32
wanted pass happiness guys,1,26
colorado woman donates kidney save pennsylvania man years went prom together,0,76
never made bouquet happy turned,1,31
guys need good vibes good vibrations,1,36
today celebrating one year anniversary housed,0,45
got go home recently spend time little fur siblings,-1,51
years distrustful avoiding relationships getting married,1,56
childhood angel never met lasting memory,0,40
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
guy liked months maybe went dance dying joy,1,43
last time actually filled happiness contain nice,1,48
wanted share pic happy,1,22
yorkshire woman secret reaching daily dose chocolate partying,-1,61
posting daily updates made happy,1,32
starting feel depressed felt better saw paycheck,1,48
years happy apparently need character title simple easy,1,55
daffodils always made smile mine started blooming,1,49
adopted best mom earth makes happy plays favorite games blessed two pictures games play togheter,1,96
taken care mental physical health days,-1,38
posting daily updates made happy,1,32
got last cavities filled today,1,30
one else share really productive year far,1,41
share positivity happy moments us compliment,1,44
posting daily updates made happy,1,32
wanted pass happiness guys,1,26
colorado woman donates kidney save pennsylvania man years went prom together,0,76
never made bouquet happy turned,1,31
guys need good vibes good vibrations,1,36
today celebrating one year anniversary housed,0,45
got go home recently spend time little fur siblings,-1,51
years distrustful avoiding relationships getting married,1,56
childhood angel never met lasting memory,0,40
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
guy liked months maybe went dance dying joy,1,43
last time actually filled happiness contain nice,1,48
wanted share pic happy,1,22
yorkshire woman secret reaching daily dose chocolate partying,-1,61
posting daily updates made happy,1,32
starting feel depressed felt better saw paycheck,1,48
years happy apparently need character title simple easy,1,55
daffodils always made smile mine started blooming,1,49
adopted best mom earth makes happy plays favorite games blessed two pictures games play togheter,1,96
taken care mental physical health days,-1,38
posting daily updates made happy,1,32
got last cavities filled today,1,30
one else share really productive year far,1,41
share positivity happy moments us compliment,1,44
posting daily updates made happy,1,32
wanted pass happiness guys,1,26
colorado woman donates kidney save pennsylvania man years went prom together,0,76
never made bouquet happy turned,1,31
guys need good vibes good vibrations,1,36
today celebrating one year anniversary housed,0,45
got go home recently spend time little fur siblings,-1,51
years distrustful avoiding relationships getting married,1,56
childhood angel never met lasting memory,0,40
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
guy liked months maybe went dance dying joy,1,43
last time actually filled happiness contain nice,1,48
wanted share pic happy,1,22
yorkshire woman secret reaching daily dose chocolate partying,-1,61
posting daily updates made happy,1,32
starting feel depressed felt better saw paycheck,1,48
years happy apparently need character title simple easy,1,55
daffodils always made smile mine started blooming,1,49
adopted best mom earth makes happy plays favorite games blessed two pictures games play togheter,1,96
taken care mental physical health days,-1,38
posting daily updates made happy,1,32
got last cavities filled today,1,30
one else share really productive year far,1,41
share positivity happy moments us compliment,1,44
posting daily updates made happy,1,32
wanted pass happiness guys,1,26
colorado woman donates kidney save pennsylvania man years went prom together,0,76
never made bouquet happy turned,1,31
guys need good vibes good vibrations,1,36
today celebrating one year anniversary housed,0,45
got go home recently spend time little fur siblings,-1,51
years distrustful avoiding relationships getting married,1,56
childhood angel never met lasting memory,0,40
luckiest daughter ever love parents,1,35
posting daily updates made happy,1,32
